Camera,Parameter,Statistic,File1_Value,File2_Value,Difference,File1,File2
CAM_BACK_RIGHT,z,Min,-1.5566498041152954,143.24945068359375,144.80610048770905,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,z,Max,-1.5566498041152954,143.24945068359375,144.80610048770905,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,z,Median,-1.5566498041152954,143.24945068359375,144.80610048770905,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,pitch,Mean,-2.7626865055314056,-1.1777278221496574,1.5849586833817482,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,pitch,Std_Dev,0.0,0.0,0.0,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,pitch,Min,-2.7626865055314056,-1.1777278221496574,1.5849586833817482,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,pitch,Max,-2.7626865055314056,-1.1777278221496574,1.5849586833817482,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,pitch,Median,-2.7626865055314056,-1.1777278221496574,1.5849586833817482,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,yaw,Mean,1.5707962861832483,1.5707963435374712,5.735422292652004e-08,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,yaw,Std_Dev,0.0,0.0,0.0,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,yaw,Min,1.5707962861832483,1.5707963435374712,5.735422292652004e-08,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
CAM_BACK_RIGHT,yaw,Max,1.5707962861832483,1.5707963435374712,5.735422292652004e-08,transforms_ego_adjusted_fov,carla_camera_parameters_statistics
